t,x,y,vx,vy,psi,omega,ax_true,ay_true,ax_meas,ay_meas,omega_meas,Bx_true,By_true,Bz_true,f1_plus,f1_minus,f2_plus,f2_minus,f3_plus,f3_minus,f4_plus,f4_minus
1.0,503.66512444068604,503.14136298250355,3.7965483802876197,3.2536472451904577,0.7085447157034002,-0.0001625840562091696,0.00052899066463441,-0.000617258665396303,0.0046196884513031635,-0.0015346142745854396,-2.2708730361382674e-05,20787.671701284853,-7907.114420949802,44820.370602580304,2872.0137815042667,2868.146218495733,2870.8190376015477,2869.340962398452,2869.8902948054456,2870.2697051945543,2871.5968860887397,2868.56311391126
1.1,504.0316214105133,503.45544622814094,3.7966039246385868,3.253582431631152,0.7085276441218747,-0.0001788483816927977,0.0005818974003557464,-0.0006790169410453295,0.00419995411608141,-0.003362230213831029,0.00020596856217975853,20791.055809233512,-7909.058757451567,44826.71007872524,2872.0139073968267,2868.146092603173,2870.8190212398927,2869.340978760107,2869.8901059819927,2870.269894018007,2871.596965381288,2868.5630346187118
1.2000000000000002,504.39811395917343,503.76951431650065,3.796664759767691,3.2535114418022486,0.7085089460270616,-0.0001951143984740833,0.0006348063253436287,-0.0007407844770801475,0.0009419614884061695,-0.003596748171546894,0.00037753363116083604,20794.36160420082,-7911.067313669992,44833.099367267656,2872.0140317888818,2868.145968211118,2870.8190038440434,2869.3409961559564,2869.8899165804924,2870.2700834195075,2871.5970477865817,2868.562952213418
1.3,504.7646016847623,504.0835658699263,3.7967308859036555,3.253434274735736,0.7084886212421799,-0.00021138226086347967,0.0006877176396735685,-0.0008025621179119646,0.0059313084167676566,0.003582185247351181,-0.00034626774393738325,20797.603740159684,-7912.932204051322,44839.504009627046,2872.0141577241707,2868.145842275829,2870.8189828445575,2869.3410171554424,2869.889730285684,2870.270269714316,2871.5971291455876,2868.5628708544123
1.4000000000000001,505.1310841853812,504.39759951083425,3.7968023032956255,3.253350929378666,0.7084666695748889,-0.0002276521229105377,0.000740631542393011,-0.0008643507070793532,0.0029153459336738376,-0.0004934441330949947,-0.00017867299646144835,20800.907228151846,-7914.682783118769,44845.87513363751,2872.0142859598104,2868.1457140401894,2870.818961530456,2869.341038469544,2869.8895453903538,2870.270454609646,2871.5972071193796,2868.5627928806202
1.5,505.49756105913724,504.71161386171923,3.796879012212134,3.25326140459432,0.7084430908175978,-0.00024392413780105482,0.0007935482295118312,-0.0009261510849722931,-0.0032036246961659916,-0.008752385830973604,-0.0007467786018127379,20804.125992633635,-7916.43792463401,44852.29374208923,2872.0144135189707,2868.145586481029,2870.8189381506513,2869.3410618493485,2869.8893610238338,2870.270638976166,2871.597287306544,2868.562712693456
1.6,505.8640319041435,505.0256075451607,3.796961012941528,3.2531656991616718,0.7084178847473287,-0.0002601984605743457,0.0008464679028374889,-0.000987964099152805,0.0025617868589835253,0.0018906575697206231,0.00011390713158421884,20807.223039991004,-7918.069303262746,44858.74968945306,2872.0145417154986,2868.1454582845013,2870.8189101939515,2869.3410898060483,2869.8891800256874,2870.2708199743124,2871.597368064862,2868.5626319351377
1.7000000000000002,506.2304963185197,505.3395791838288,3.7970483057927016,3.2530638117744894,0.708391051125483,-0.0002764752453449093,0.0008993907609422536,-0.001049790593812272,-0.0035610458616212775,-0.008408954524885593,-0.00012964266630040714,20810.431483159482,-7919.628874100454,44865.15338826373,2872.0146720312882,2868.1453279687116,2870.818883723455,2869.3411162765447,2869.8889992324284,2870.2710007675714,2871.597445012828,2868.562554987172
1.8,506.59695390039286,505.6535274004902,3.7971408910937163,3.2529557410429093,0.7083625896982597,-0.0002927546449860152,0.0009523169980796276,-0.0011116314085968249,0.0050386064892701,0.002113486155106971,-0.000721700860442037,20813.536107889377,-7921.133313497921,44871.60402078479,2872.0148023187044,2868.1451976812955,2870.818853921118,2869.341146078882,2869.8888202519415,2870.2711797480583,2871.597523508236,2868.562476491764
1.9000000000000001,506.9634042478972,505.96745081801447,3.7972387691923175,3.25284148549277,0.7083325001964857,-0.00030903681423111173,0.001005246814282934,-0.0011734873903757048,0.0007730063277151287,-0.0033833960885390323,-0.0009952971545134199,20816.513008953916,-7922.529757830489,44878.10212683992,2872.0149330551203,2868.1450669448795,2870.818819535844,2869.341180464156,2869.888644317851,2870.271355682149,2871.5976030911843,2868.5623969088156
2.0,507.3298469591749,506.2813480593799,3.797341940456573,3.252721043564834,0.7083007823354135,-0.0003253219076965186,0.001058180408921583,-0.0012353593857361567,0.00019825568427014287,-0.000831092888076136,-0.00023657551899747417,20819.589555648417,-7923.902647788418,44884.54985395957,2872.015064970009,2868.144935029991,2870.8187871972536,2869.341212802746,2869.888467967654,2870.271532032346,2871.597679865083,2868.5623201349167
2.1,507.6962816323768,506.5952177476797,3.797450405274102,3.252594413615623,0.7082674358149464,-0.00034161007949784494,0.0011111179794021098,-0.0012972482395734453,-0.0020563637066968988,-0.0014131064343546834,0.00037948791562337884,20822.569122043205,-7925.1607474590855,44891.03494906811,2872.01519777785,2868.14480222215,2870.8187508268215,2869.3412491731783,2869.888294439837,2870.271705560163,2871.597756955491,2868.5622430445087
2.2,508.06270786566216,506.90905850612785,3.7975641640524533,3.2524615939169195,0.7082324603195139,-0.0003579014838922534,0.0011640597232775995,-0.0013591547975067009,0.006850958364367819,-0.00204819676159664,0.0005175345952015799,20825.430721002704,-7926.350010910755,44897.56722524107,2872.0153305541317,2868.144669445868,2870.818710669785,2869.3412893302147,2869.88812317155,2870.27187682845,2871.597835604533,2868.562164395467
2.3000000000000003,508.4291252571998,507.22286895806513,3.7976832172187573,3.2523225826561215,0.708195855518168,-0.00037419627496260155,0.0012170058371929748,-0.0014210799046843192,0.0004981806541209759,-0.00044643680702586533,-0.0010881416541746822,20828.344091283725,-7927.514582933509,44904.06855387582,2872.015464066991,2868.1445359330087,2870.8186714518138,2869.341328548186,2869.887951965854,2870.272048034146,2871.597912515341,2868.562087484659
